Latest Property File,Key,Latest Value
resident-default.properties,resident.view-history.default.page.size,10
resident-default.properties,resident.logging.filter.url.pattern,/*
resident-default.properties,resident.filename.datetime.pattern.default,yyyy-MM-dd'T'HH_mm_ss
resident-default.properties,resident.template.sms.success.REVOKE_VID,gen-or-revoke-vid-success_SMS
resident-default.properties,resident.template.email.content.failure.GENERATE_VID,gen-or-revoke-vid-failure-email-content
resident-default.properties,resident.auth-type-code.TOKEN-AUTH.code,mosip.auth-type-code.TOKEN-AUTH
resident-default.properties,resident.request.in-progress.status.list.GET_MY_ID,OTP_REQUESTED
resident-default.properties,resident.auth-type-code.PIN.code,mosip.auth-type-code.PIN
resident-default.properties,resident.request.notification.status.list.VID_CARD_DOWNLOAD,"STORED,CARD_READY_TO_DOWNLOAD,CARD_DOWNLOADED,FAILED"
resident-default.properties,resident.template.email.content.request-received.AUTH_TYPE_LOCK_UNLOCK,lock-unlock-auth-request-received-email-content
resident-default.properties,mosip.identity.get.excluded.attribute.list,"UIN,verifiedAttributes,IDSchemaVersion"
resident-default.properties,resident.request.cancelled.status.list.VID_CARD_DOWNLOAD,
resident-default.properties,resident.template.email.subject.request-received.GENERATE_VID,gen-or-revoke-vid-request-received-email-subject
resident-default.properties,resident.template.sms.failure.GENERATE_VID,gen-or-revoke-vid-failure_SMS
resident-default.properties,resident.request.new.status.list.SHARE_CRED_WITH_PARTNER,NEW
resident-default.properties,resident.template.purpose.failure.AUTH_TYPE_LOCK_UNLOCK,lock-unlock-auth-negative-purpose
resident-default.properties,resident.id-auth.request-type.FINGERPRINT-AUTH.FAILED.descr,mosip.ida.auth-request.FINGERPRINT-AUTH.N.descr
resident-default.properties,resident.auth-type-code.FACE-AUTH.code,mosip.auth-type-code.FACE-AUTH
resident-default.properties,resident.template.email.subject.success.SHARE_CRED_WITH_PARTNER,share-cred-with-partner-success-email-subject
resident-default.properties,resident.request.success.status.list.SHARE_CRED_WITH_PARTNER,"RECEIVED,DATA_SHARED_SUCCESSFULLY,STORED"
resident-default.properties,resident.template.email.subject.request-received.UPDATE_MY_UIN,update-demo-data-request-received-email-subject
resident-default.properties,resident.template.sms.success.SHARE_CRED_WITH_PARTNER,share-cred-with-partner-success_SMS
resident-default.properties,resident.id-auth.request-type.STATIC-PIN-STORAGE.FAILED.descr,mosip.ida.auth-request.STATIC-PIN-STORAGE.N.descr
resident-default.properties,mosip.resident.download.card.naming.convention,Get_my_UIN_{timestamp}
resident-default.properties,resident.REVOKE_VID.template.property.attribute.list,mosip.revoked.template.property
resident-default.properties,resident.date.time.formmatting.style,MEDIUM
resident-default.properties,resident.template.summary.success.AUTHENTICATION_REQUEST,authentication-request-positive-summary
resident-default.properties,resident.template.email.content.request-received.VID_CARD_DOWNLOAD,vid-card-download-request-received-email-content
resident-default.properties,IDREPO_VID,${mosip.idrepo.vid.url}/idrepository/v1/vid
resident-default.properties,resident.event.type.REVOKE_VID.template.property,mosip.event.type.REVOKE_VID
resident-default.properties,resident.template.sms.success.VID_CARD_DOWNLOAD,vid-card-download-success_SMS
resident-default.properties,resident.download.reg.centers.list.id,mosip.resident.download.reg.centers.list
resident-default.properties,resident.ui.datetime.pattern.default,yyyy-MM-dd HH:mm:ss
resident-default.properties,resident.template.summary.cancelled.UPDATE_MY_UIN,update-demo-data-cancelled-summary
resident-default.properties,resident.template.purpose.failure.REVOKE_VID,gen-or-revoke-vid-negative-purpose
resident-default.properties,resident.event.status.FAILED.template.property,mosip.event.status.failed.template
resident-default.properties,resident.template.email.subject.failure.UPDATE_MY_UIN,update-demo-data-failure-email-subject
resident-default.properties,resident.cache.expiry.time.millisec.getDocumentTypesByDocumentCategoryAndLangCode,86400000
resident-default.properties,resident.template.purpose.success.AUTH_TYPE_LOCK_UNLOCK,lock-unlock-auth-positive-purpose
resident-default.properties,resident.template.summary.regproc-success.UPDATE_MY_UIN,update-demo-data-regproc-success-summary
resident-default.properties,resident.template.email.subject.request-received.AUTH_TYPE_LOCK_UNLOCK,lock-unlock-auth-request-received-email-subject
resident-default.properties,mosip.resident.reg-processer-credential-partner-policy-url,${config.server.file.storage.uri}registration-processor-credential-partners.json
resident-default.properties,resident.id-auth.request-type.OTP-AUTH.FAILED.descr,mosip.ida.auth-request.OTP-AUTH.N.descr
resident-default.properties,resident.auth-type-code.IDENTITY-KEY-BINDING.code,mosip.auth-type-code.IDENTITY-KEY-BINDING
resident-default.properties,resident.template.email.subject.request-received.GET_MY_ID,get-my-uin-card-request-received-email-subject
resident-default.properties,resident.cache.expiry.time.millisec.getLatestIdSchema,86400000
resident-default.properties,resident.template.email.content.failure.VID_CARD_DOWNLOAD,vid-card-download-failure-email-content
resident-default.properties,resident.cache.expiry.time.millisec.getDynamicFieldBasedOnLangCodeAndFieldName,86400000
resident-default.properties,resident.template.email.subject.regproc-failure.UPDATE_MY_UIN,update-demo-data-regproc-failure-email-subject
resident-default.properties,resident.id-auth.request-type.STATIC-PIN-AUTH.SUCCESS.descr,mosip.ida.auth-request.STATIC-PIN-AUTH.Y.descr
resident-default.properties,resident.template.email.subject.failure.REVOKE_VID,gen-or-revoke-vid-failure-email-subject
resident-default.properties,resident.request.failed.status.list.SEND_OTP,
resident-default.properties,resident.template.email.subject.failure.DOWNLOAD_PERSONALIZED_CARD,cust-and-down-my-card-failure-email-subject
resident-default.properties,resident.id-auth.request-type.KYC-AUTH.SUCCESS.descr,mosip.ida.auth-request.KYC-AUTH.Y.descr
resident-default.properties,resident.event.type.VID_CARD_DOWNLOAD.template.property,mosip.event.type.VID_CARD_DOWNLOAD
resident-default.properties,resident.id-auth.request-type.IDENTITY-KEY-BINDING.FAILED.descr,mosip.ida.auth-request.IDENTITY-KEY-BINDING.N.descr
resident-default.properties,resident.share-credential.partner.type,Auth_Partner
resident-default.properties,resident.REQUEST_RECEIVED.packet-transaction-type-code.list,"PACKET_RECEIVER,VIRUS_SCAN,SECUREZONE_NOTIFICATION,UPLOAD_PACKET,VALIDATE_PACKET,PACKET_CLASSIFICATION"
resident-default.properties,mosip.resident.get.pending.drafts.version,1.0
resident-default.properties,resident.template.email.subject.request-received.ORDER_PHYSICAL_CARD,order-a-physical-card-request-received-email-subject
resident-default.properties,resident.cache.expiry.time.millisec.getAllDynamicFieldByName,86400000
resident-default.properties,resident.template.email.subject.failure.VID_CARD_DOWNLOAD,vid-card-download-failure-email-subject
resident-default.properties,resident.auth-type-code.PWD.code,mosip.auth-type-code.PWD
resident-default.properties,resident.date.time.replace.special.chars,"{"" "": ""_"", "","" : """", "":"" : "".""}"
resident-default.properties,resident.template.email.subject.regproc-success.UPDATE_MY_UIN,update-demo-data-regproc-success-email-subject
resident-default.properties,resident.request.failed.status.list.GENERATE_VID,FAILED
resident-default.properties,resident.id-auth.request-type.DEMO-AUTH.FAILED.descr,mosip.ida.auth-request.DEMO-AUTH.N.descr
resident-default.properties,resident.auth-type-code.OTP-AUTH.code,mosip.auth-type-code.OTP-AUTH
resident-default.properties,resident.id-auth.request-type.EKYC-AUTH.FAILED.descr,mosip.ida.auth-request.EKYC-AUTH.N.descr
resident-default.properties,resident.id-auth.request-type.KYC-EXCHANGE.FAILED.descr,mosip.ida.auth-request.KYC-EXCHANGE.N.descr
resident-default.properties,resident.otp-phone.template.property.attribute.list,mosip.otp-phone.template.property
resident-default.properties,resident.websub.credential-status.topic,CREDENTIAL_STATUS_UPDATE
resident-default.properties,resident.template.purpose.failure.DOWNLOAD_PERSONALIZED_CARD,cust-and-down-my-card-negative-purpose
resident-default.properties,resident.template.email.subject.success.UPDATE_MY_UIN,update-demo-data-success-email-subject
resident-default.properties,resident.request.cancelled.status.list.VALIDATE_OTP,
resident-default.properties,resident.registration-centers.download.max.count,100
resident-default.properties,resident.cache.expiry.time.millisec.getNameValueFromIdentityMapping,86400000
resident-default.properties,resident.id-auth.request-type.OTP-REQUEST.FAILED.descr,mosip.ida.auth-request.OTP-REQUEST.N.descr
resident-default.properties,resident.template.purpose.failure.SHARE_CRED_WITH_PARTNER,share-cred-with-partner-negative-purpose
resident-default.properties,resident.request.success.status.list.VALIDATE_OTP,OTP_VERIFIED
resident-default.properties,resident.template.summary.success.SHARE_CRED_WITH_PARTNER,share-cred-with-partner-success-summary
resident-default.properties,resident.success.packet-status-code.list,"PROCESSED,SUCCESS,UIN_GENERATED"
resident-default.properties,resident.order-physical-card.partner.type,Print_Partner
resident-default.properties,resident.request.in-progress.status.list.ORDER_PHYSICAL_CARD,"PAYMENT_CONFIRMED,ISSUED,PRINTING,IN_TRANSIT"
resident-default.properties,resident.request.failed.status.list.UPDATE_MY_UIN,"FAILED,REJECTED,REPROCESS_FAILED"
resident-default.properties,resident.past.time.limit,60
resident-default.properties,resident.cache.expiry.time.millisec.getImmediateChildrenByLocCode,86400000
resident-default.properties,IDREPO_IDENTITY_GET_DRAFT_UIN,${IDREPO_IDENTITY}/draft/uin/{UIN}
resident-default.properties,resident.auth-type-code.Wallet.code,mosip.auth-type-code.Wallet
resident-default.properties,resident.template.sms.success.VALIDATE_OTP,verify-my-phone-email-success_SMS
resident-default.properties,resident.template.sms.success.GENERATE_VID,gen-or-revoke-vid-success_SMS
resident-default.properties,resident.event.type.SHARE_CRED_WITH_PARTNER.template.property,mosip.event.type.SHARE_CRED_WITH_PARTNER
resident-default.properties,resident.download.supporting.documents.id,mosip.resident.download.supporting.documents
resident-default.properties,resident.bio-FACE.template.property.attribute.list,mosip.bio-face.template.property
resident-default.properties,resident.template.sms.request-received.DOWNLOAD_PERSONALIZED_CARD,cust-and-down-my-card-request-received_SMS
resident-default.properties,resident.request.success.status.list.GENERATE_VID,VID_GENERATED
resident-default.properties,resident.ALL.template.property,mosip.template.ALL
resident-default.properties,resident.notifications.default.page.size,100
resident-default.properties,mosip.ida.domain-url,${mosipbox.public.url}
resident-default.properties,resident.event.type.GENERATE_VID.template.property,mosip.event.type.GENERATE_VID
resident-default.properties,resident.request.cancelled.status.list.ORDER_PHYSICAL_CARD,
resident-default.properties,resident.id-auth.request-type.IRIS-AUTH.SUCCESS.descr,mosip.ida.auth-request.IRIS-AUTH.Y.descr
resident-default.properties,resident.GENERATE_VID.template.property.attribute.list,mosip.generated.template.property
resident-default.properties,resident.request.cancelled.status.list.UPDATE_MY_UIN,CANCELED
resident-default.properties,resident.event.type.ORDER_PHYSICAL_CARD.template.property,mosip.event.type.ORDER_PHYSICAL_CARD
resident-default.properties,resident.websub.regproc.workflow.complete.secret,${resident.websub.regproc.workflow.complete.secret}
resident-default.properties,resident.vids.id,mosip.resident.vids.get
resident-default.properties,resident.template.purpose.failure.VALIDATE_OTP,verify-my-phone-email-negative-purpose
resident-default.properties,resident.cache.expiry.time.millisec.getRegistrationCenterByHierarchyLevelAndTextPaginated,86400000
resident-default.properties,resident.service-type.ASYNC.template.property,mosip.service.type.ASYNC
resident-default.properties,resident.unpinned.eventid.id,mosip.resident.unpinned.eventid
resident-default.properties,resident.request.new.status.list.VID_CARD_DOWNLOAD,NEW
resident-default.properties,resident.template.email.subject.success.ORDER_PHYSICAL_CARD,order-a-physical-card-success-email-subject
resident-default.properties,auth.types.allowed,"otp-email,otp-phone,demo,bio-FINGER,bio-IRIS,bio-FACE"
resident-default.properties,resident.template.email.content.success.GET_MY_ID,get-my-uin-card-success-email-content
resident-default.properties,resident.request.success.status.list.BOOK_AN_APPOINTMENT,
resident-default.properties,resident.id-auth.request-type.EKYC-AUTH.SUCCESS.descr,mosip.ida.auth-request.EKYC-AUTH.Y.descr
resident-default.properties,resident.template.email.subject.success.VALIDATE_OTP,verify-my-phone-email-success-email-subject
resident-default.properties,resident.cache.expiry.time.millisec.getApplicantValidDocument,86400000
resident-default.properties,resident.template.purpose.success.GENERATE_VID,gen-or-revoke-vid-positive-purpose
resident-default.properties,resident.request.success.status.list.UPDATE_MY_UIN,"PROCESSED,DATA_UPDATED,STORED,CARD_READY_TO_DOWNLOAD,CARD_DOWNLOADED"
resident-default.properties,resident.id-auth.request-type.FACE-AUTH.SUCCESS.descr,mosip.ida.auth-request.FACE-AUTH.Y.descr
resident-default.properties,resident.UNKNOWN.template.property,mosip.template.UNKNOWN
resident-default.properties,resident.template.summary.success.REVOKE_VID,gen-or-revoke-vid-success-summary
resident-default.properties,resident.request.new.status.list.GENERATE_VID,NEW
resident-default.properties,resident.template.email.content.success.UPDATE_MY_UIN,update-demo-data-success-email-content
resident-default.properties,resident.template.email.content.request-received.SHARE_CRED_WITH_PARTNER,share-cred-with-partner-request-received-email-content
resident-default.properties,mosip.resident.oidc.auth_token.expiry.claim-name,exp
resident-default.properties,resident.event.type.DOWNLOAD_PERSONALIZED_CARD.template.property,mosip.event.type.DOWNLOAD_PERSONALIZED_CARD
resident-default.properties,resident.request.new.status.list.AUTH_TYPE_LOCK_UNLOCK,NEW
resident-default.properties,resident.websub.callback.regproc.workflow.complete.url,${mosip.api.internal.url}${resident.websub.callback.regproc.workflow.complete.relative.url}
resident-default.properties,resident.request.cancelled.status.list.AUTH_TYPE_LOCK_UNLOCK,
resident-default.properties,resident.template.sms.regproc-failure.UPDATE_MY_UIN,update-demo-data-regproc-failure_SMS
resident-default.properties,resident.request.in-progress.status.list.SHARE_CRED_WITH_PARTNER,ISSUED
resident-default.properties,resident.event.status.IN_PROGRESS.template.property,mosip.event.status.inprogress.template
resident-default.properties,resident.template.purpose.failure.GET_MY_ID,get-my-uin-card-negative-purpose
resident-default.properties,MACHINESTATUSUPDATE,${MASTER}/machines
resident-default.properties,resident.template.purpose.cancelled.UPDATE_MY_UIN,update-demo-data-cancelled-purpose
resident-default.properties,spring.datasource.hikari.maximum-pool-size,45
resident-default.properties,resident.template.email.content.failure.ORDER_PHYSICAL_CARD,order-a-physical-card-failure-email-content
syncdata-default.properties,mosip.kernel.client.crypto.aad-length,12
syncdata-default.properties,mosip.kernel.client.crypto.iv-length,16
syncdata-default.properties,logging.level.io.mosip,INFO
syncdata-default.properties,spring.datasource.hikari.maximum-pool-size,30
syncdata-default.properties,spring.datasource.hikari.minimum-idle,10
syncdata-default.properties,mosip.kernel.keymgr.hsm.health.check.enabled,false
